,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8728,6.0,,Yes,6.0,4.0,87.0
8729,,51.0,Yes,8.0,0.0,26.0
8730,6.0,98.0,No,,,89.0
8731,9.0,79.0,No,4.0,5.0,73.0
8732,2.0,42.0,Yes,4.0,7.0,
8733,6.0,,Yes,9.0,1.0,33.0
8734,2.0,99.0,No,4.0,9.0,
8735,4.0,77.0,No,7.0,7.0,59.0
8736,8.0,87.0,No,5.0,5.0,79.0
8737,7.0,91.0,No,7.0,0.0,82.0
8738,9.0,63.0,Yes,7.0,0.0,58.0
8739,7.0,,No,6.0,,
8740,1.0,86.0,Yes,4.0,4.0,59.0
8741,2.0,85.0,No,8.0,6.0,63.0
8742,6.0,73.0,No,9.0,3.0,60.0
8743,,59.0,Yes,5.0,9.0,55.0
8744,3.0,57.0,Yes,8.0,4.0,38.0
8745,9.0,53.0,Yes,6.0,9.0,49.0
8746,7.0,57.0,Yes,6.0,2.0,48.0
8747,6.0,41.0,No,5.0,,24.0
8748,6.0,40.0,Yes,8.0,1.0,27.0
8749,1.0,59.0,Yes,5.0,4.0,34.0
8750,5.0,73.0,Yes,5.0,,59.0
8751,3.0,80.0,No,4.0,1.0,60.0
8752,7.0,80.0,No,8.0,4.0,75.0
8753,3.0,,Yes,4.0,9.0,67.0
8754,5.0,50.0,No,4.0,8.0,36.0
8755,7.0,66.0,No,9.0,7.0,60.0
8756,3.0,62.0,Yes,4.0,8.0,43.0
8757,2.0,77.0,No,7.0,8.0,52.0
8758,6.0,83.0,Yes,6.0,7.0,73.0
8759,8.0,42.0,Yes,6.0,8.0,36.0
8760,4.0,51.0,Yes,7.0,3.0,37.0
8761,9.0,69.0,No,5.0,7.0,66.0
8762,8.0,70.0,Yes,8.0,1.0,64.0
8763,7.0,62.0,No,8.0,,54.0
8764,7.0,40.0,No,8.0,8.0,31.0
8765,3.0,80.0,No,4.0,2.0,59.0
8766,6.0,59.0,No,8.0,5.0,49.0
8767,5.0,93.0,Yes,8.0,6.0,80.0
8768,,45.0,Yes,8.0,2.0,19.0
8769,3.0,50.0,No,6.0,4.0,27.0
8770,1.0,74.0,Yes,7.0,0.0,51.0
8771,4.0,43.0,No,,2.0,25.0
8772,3.0,68.0,No,5.0,7.0,
8773,4.0,98.0,Yes,7.0,2.0,82.0
8774,9.0,,No,8.0,7.0,
8775,3.0,90.0,Yes,5.0,8.0,70.0
8776,6.0,68.0,No,5.0,5.0,57.0
8777,6.0,77.0,No,7.0,6.0,69.0
8778,7.0,40.0,No,7.0,5.0,32.0
8779,,79.0,No,7.0,7.0,78.0
8780,7.0,47.0,Yes,9.0,6.0,41.0
8781,1.0,96.0,No,7.0,9.0,72.0
8782,8.0,77.0,No,9.0,0.0,71.0
8783,5.0,56.0,Yes,4.0,2.0,44.0
8784,,58.0,No,6.0,2.0,57.0
8785,5.0,72.0,No,9.0,2.0,57.0
8786,5.0,54.0,No,6.0,3.0,41.0
8787,2.0,84.0,,8.0,0.0,62.0
8788,3.0,,No,4.0,1.0,48.0
8789,9.0,60.0,No,5.0,4.0,59.0
8790,7.0,42.0,Yes,7.0,5.0,34.0
8791,1.0,41.0,No,8.0,8.0,17.0
8792,3.0,74.0,Yes,5.0,1.0,54.0
8793,2.0,80.0,No,6.0,8.0,55.0
8794,,98.0,Yes,5.0,6.0,73.0
8795,9.0,55.0,Yes,7.0,8.0,50.0
8796,8.0,95.0,,7.0,3.0,91.0
8797,5.0,84.0,Yes,9.0,6.0,73.0
8798,2.0,90.0,No,9.0,0.0,70.0
8799,1.0,98.0,No,6.0,7.0,74.0
8800,7.0,89.0,No,7.0,6.0,86.0
8801,2.0,60.0,Yes,4.0,6.0,34.0
8802,1.0,51.0,Yes,8.0,1.0,25.0
8803,2.0,,Yes,6.0,9.0,47.0
8804,7.0,51.0,Yes,6.0,8.0,45.0
8805,7.0,72.0,Yes,5.0,7.0,62.0
8806,6.0,59.0,Yes,6.0,0.0,49.0
8807,5.0,79.0,Yes,8.0,0.0,62.0
8808,3.0,88.0,No,,4.0,65.0
8809,3.0,60.0,Yes,5.0,1.0,40.0
8810,9.0,99.0,No,8.0,0.0,97.0
8811,,91.0,No,9.0,9.0,79.0
8812,9.0,93.0,Yes,6.0,7.0,93.0
8813,4.0,78.0,Yes,7.0,3.0,60.0
8814,2.0,80.0,Yes,9.0,1.0,61.0
8815,4.0,88.0,Yes,7.0,4.0,73.0
8816,6.0,98.0,,8.0,,89.0
8817,6.0,81.0,Yes,4.0,7.0,71.0
8818,5.0,75.0,No,7.0,6.0,61.0
8819,1.0,61.0,Yes,8.0,6.0,39.0
8820,3.0,65.0,No,5.0,0.0,44.0
8821,5.0,46.0,No,6.0,2.0,32.0
8822,6.0,46.0,,4.0,2.0,35.0
8823,1.0,47.0,No,4.0,6.0,20.0
8824,9.0,,No,5.0,1.0,62.0
8825,3.0,63.0,Yes,4.0,9.0,42.0
8826,3.0,63.0,Yes,8.0,6.0,43.0
8827,2.0,79.0,Yes,4.0,8.0,56.0
8828,8.0,87.0,No,4.0,0.0,79.0
8829,3.0,51.0,Yes,4.0,1.0,30.0
8830,6.0,86.0,No,8.0,5.0,73.0
8831,2.0,47.0,No,9.0,1.0,25.0
8832,7.0,,Yes,6.0,1.0,84.0
8833,4.0,48.0,No,7.0,4.0,
8834,9.0,42.0,Yes,9.0,6.0,41.0
8835,9.0,93.0,No,4.0,3.0,92.0
8836,7.0,60.0,Yes,5.0,5.0,53.0
8837,8.0,70.0,No,5.0,,63.0
8838,3.0,87.0,Yes,8.0,3.0,67.0
8839,5.0,86.0,Yes,6.0,3.0,74.0
8840,2.0,63.0,,4.0,3.0,37.0
8841,7.0,43.0,No,8.0,,33.0
8842,8.0,59.0,No,7.0,3.0,58.0
8843,9.0,55.0,Yes,6.0,3.0,55.0
8844,7.0,49.0,Yes,6.0,5.0,40.0
8845,8.0,82.0,No,8.0,8.0,79.0
8846,9.0,65.0,,9.0,9.0,
8847,6.0,,Yes,5.0,5.0,57.0
8848,2.0,44.0,No,9.0,5.0,20.0
8849,2.0,50.0,Yes,6.0,6.0,
8850,,68.0,Yes,5.0,6.0,50.0
8851,9.0,84.0,Yes,6.0,0.0,80.0
8852,7.0,54.0,No,6.0,7.0,44.0
8853,2.0,45.0,Yes,6.0,0.0,19.0
8854,8.0,87.0,No,7.0,8.0,81.0
8855,7.0,54.0,Yes,5.0,3.0,46.0
8856,9.0,82.0,Yes,7.0,8.0,
8857,8.0,59.0,Yes,5.0,7.0,58.0
8858,3.0,73.0,Yes,7.0,8.0,53.0
8859,1.0,99.0,Yes,7.0,5.0,73.0
8860,2.0,99.0,No,,8.0,79.0
8861,2.0,41.0,Yes,8.0,3.0,15.0
8862,4.0,83.0,Yes,7.0,2.0,62.0
8863,6.0,55.0,,9.0,2.0,46.0
8864,4.0,58.0,Yes,9.0,7.0,41.0
8865,9.0,73.0,No,6.0,1.0,68.0
8866,4.0,88.0,Yes,4.0,5.0,72.0
8867,6.0,,Yes,7.0,8.0,43.0
8868,6.0,63.0,Yes,4.0,8.0,51.0
8869,1.0,67.0,,4.0,7.0,38.0
8870,8.0,87.0,No,6.0,7.0,80.0
8871,3.0,71.0,No,4.0,0.0,48.0
8872,6.0,76.0,Yes,4.0,6.0,63.0
8873,3.0,49.0,Yes,9.0,0.0,31.0
8874,2.0,88.0,Yes,4.0,8.0,66.0
8875,5.0,84.0,Yes,5.0,2.0,69.0
8876,1.0,87.0,Yes,7.0,0.0,62.0
8877,9.0,48.0,No,7.0,7.0,49.0
8878,7.0,63.0,No,4.0,6.0,54.0
8879,3.0,75.0,,6.0,1.0,57.0
8880,4.0,95.0,Yes,5.0,6.0,77.0
8881,6.0,68.0,Yes,6.0,4.0,56.0
8882,3.0,99.0,No,,6.0,79.0
8883,7.0,68.0,Yes,4.0,9.0,60.0
8884,6.0,97.0,,,6.0,88.0
8885,,87.0,No,4.0,1.0,83.0
8886,5.0,62.0,No,9.0,1.0,43.0
8887,4.0,66.0,Yes,8.0,6.0,48.0
8888,3.0,70.0,Yes,5.0,2.0,50.0
8889,1.0,82.0,Yes,8.0,3.0,61.0
8890,3.0,46.0,Yes,4.0,6.0,24.0
8891,3.0,88.0,No,4.0,1.0,71.0
8892,7.0,93.0,No,6.0,1.0,81.0
8893,7.0,84.0,Yes,4.0,8.0,76.0
8894,1.0,43.0,No,9.0,0.0,17.0
8895,3.0,53.0,Yes,4.0,2.0,30.0
8896,8.0,81.0,No,7.0,9.0,78.0
8897,9.0,81.0,Yes,7.0,3.0,78.0
8898,7.0,49.0,Yes,,4.0,37.0
8899,7.0,98.0,No,8.0,2.0,86.0
8900,8.0,83.0,No,8.0,8.0,77.0
8901,6.0,73.0,,7.0,4.0,63.0
8902,3.0,65.0,No,9.0,6.0,46.0
8903,1.0,62.0,No,5.0,6.0,38.0
8904,7.0,48.0,Yes,9.0,8.0,41.0
8905,1.0,76.0,Yes,7.0,1.0,51.0
8906,1.0,47.0,No,9.0,2.0,24.0
8907,9.0,92.0,Yes,5.0,,88.0
8908,7.0,53.0,Yes,8.0,,50.0
8909,4.0,46.0,Yes,7.0,0.0,30.0
8910,6.0,46.0,Yes,4.0,8.0,32.0
8911,1.0,48.0,No,5.0,4.0,18.0
8912,7.0,42.0,Yes,5.0,3.0,29.0
8913,6.0,53.0,Yes,5.0,7.0,41.0
8914,4.0,56.0,Yes,8.0,8.0,37.0
8915,7.0,89.0,Yes,9.0,2.0,85.0
8916,,83.0,No,6.0,3.0,67.0
8917,1.0,61.0,Yes,4.0,0.0,30.0
8918,4.0,85.0,Yes,7.0,2.0,69.0
8919,3.0,65.0,Yes,9.0,9.0,43.0
8920,1.0,97.0,,5.0,4.0,72.0
8921,2.0,67.0,No,8.0,7.0,47.0
8922,5.0,84.0,Yes,5.0,0.0,69.0
8923,8.0,53.0,Yes,9.0,0.0,48.0
8924,,48.0,No,7.0,2.0,20.0
8925,4.0,90.0,Yes,4.0,8.0,73.0
8926,4.0,65.0,No,5.0,8.0,49.0
8927,5.0,41.0,Yes,8.0,0.0,26.0
8928,7.0,50.0,Yes,8.0,3.0,44.0
8929,8.0,56.0,No,6.0,7.0,49.0
8930,6.0,73.0,Yes,8.0,1.0,61.0
8931,1.0,58.0,Yes,6.0,3.0,28.0
8932,7.0,78.0,Yes,4.0,6.0,74.0
8933,3.0,57.0,,7.0,6.0,33.0
8934,6.0,,No,6.0,4.0,42.0
8935,8.0,44.0,Yes,5.0,6.0,39.0
8936,7.0,89.0,Yes,9.0,,82.0
8937,6.0,,Yes,5.0,1.0,48.0
8938,9.0,97.0,Yes,7.0,8.0,95.0
8939,9.0,95.0,No,8.0,4.0,92.0
8940,1.0,63.0,No,9.0,,36.0
8941,1.0,68.0,No,5.0,5.0,37.0
8942,1.0,87.0,Yes,,9.0,65.0
8943,,86.0,Yes,6.0,4.0,82.0
8944,7.0,47.0,No,7.0,1.0,37.0
8945,,65.0,Yes,5.0,9.0,45.0
8946,2.0,54.0,Yes,8.0,9.0,34.0
8947,4.0,96.0,No,9.0,6.0,
8948,3.0,,Yes,8.0,9.0,18.0
8949,7.0,67.0,No,9.0,1.0,59.0
8950,8.0,,Yes,5.0,6.0,82.0
8951,6.0,86.0,Yes,7.0,5.0,75.0
8952,,85.0,Yes,4.0,3.0,65.0
8953,6.0,53.0,Yes,5.0,3.0,40.0
8954,2.0,81.0,Yes,8.0,5.0,60.0
8955,7.0,,No,4.0,,67.0
8956,7.0,98.0,No,7.0,9.0,95.0
8957,4.0,70.0,Yes,8.0,5.0,56.0
8958,8.0,45.0,Yes,7.0,5.0,35.0
8959,4.0,,No,9.0,0.0,73.0
8960,7.0,44.0,No,5.0,4.0,37.0
8961,4.0,70.0,Yes,7.0,0.0,53.0
8962,5.0,,,8.0,8.0,62.0
8963,7.0,54.0,No,5.0,9.0,44.0
8964,3.0,54.0,No,8.0,3.0,36.0
8965,5.0,91.0,Yes,,1.0,76.0
8966,3.0,82.0,No,4.0,8.0,60.0
8967,,44.0,No,6.0,5.0,28.0
8968,,67.0,No,7.0,9.0,48.0
8969,,72.0,,7.0,2.0,62.0
8970,1.0,50.0,Yes,4.0,1.0,19.0
8971,9.0,82.0,,9.0,5.0,80.0
8972,9.0,45.0,,7.0,9.0,46.0
8973,5.0,,No,4.0,5.0,47.0
8974,9.0,79.0,Yes,7.0,8.0,79.0
8975,6.0,41.0,Yes,7.0,4.0,27.0
8976,5.0,54.0,Yes,8.0,8.0,43.0
8977,3.0,,No,,4.0,43.0
8978,8.0,61.0,No,9.0,1.0,56.0
8979,4.0,48.0,No,7.0,0.0,27.0
8980,3.0,86.0,Yes,9.0,8.0,70.0
8981,6.0,79.0,No,6.0,9.0,70.0
8982,8.0,69.0,No,4.0,6.0,61.0
8983,9.0,55.0,Yes,4.0,2.0,53.0
8984,6.0,98.0,No,4.0,5.0,
8985,5.0,85.0,No,8.0,9.0,68.0
8986,2.0,86.0,Yes,4.0,3.0,61.0
8987,2.0,91.0,Yes,8.0,8.0,70.0
8988,9.0,69.0,Yes,6.0,1.0,65.0
8989,2.0,84.0,Yes,5.0,3.0,61.0
8990,,48.0,Yes,8.0,0.0,27.0
8991,3.0,40.0,,7.0,6.0,22.0
8992,3.0,98.0,Yes,4.0,3.0,81.0
8993,4.0,77.0,No,5.0,4.0,60.0
8994,7.0,47.0,No,8.0,0.0,41.0
8995,9.0,98.0,Yes,9.0,1.0,
8996,2.0,98.0,Yes,9.0,3.0,79.0
8997,4.0,91.0,No,7.0,1.0,77.0
8998,9.0,57.0,No,5.0,0.0,51.0
8999,2.0,66.0,No,6.0,9.0,43.0
9000,1.0,57.0,Yes,8.0,0.0,27.0
9001,8.0,71.0,,9.0,5.0,69.0
9002,9.0,97.0,Yes,,1.0,98.0
9003,7.0,88.0,No,8.0,2.0,80.0
9004,,71.0,No,9.0,4.0,68.0
9005,4.0,92.0,No,6.0,2.0,76.0
9006,4.0,87.0,Yes,9.0,5.0,72.0
9007,,84.0,Yes,8.0,6.0,64.0
9008,8.0,93.0,No,4.0,9.0,87.0
9009,2.0,75.0,,9.0,5.0,53.0
9010,9.0,75.0,No,8.0,1.0,71.0
9011,4.0,60.0,Yes,4.0,8.0,40.0
9012,1.0,85.0,Yes,9.0,1.0,58.0
9013,4.0,71.0,,9.0,5.0,55.0
9014,,70.0,Yes,8.0,8.0,
9015,6.0,76.0,Yes,7.0,,64.0
9016,7.0,,No,7.0,1.0,44.0
9017,8.0,85.0,No,5.0,8.0,79.0
9018,2.0,85.0,No,7.0,7.0,65.0
9019,6.0,53.0,Yes,6.0,6.0,37.0
9020,6.0,96.0,No,5.0,7.0,85.0
9021,5.0,63.0,Yes,7.0,9.0,48.0
9022,7.0,64.0,Yes,4.0,7.0,55.0
9023,3.0,85.0,No,8.0,0.0,64.0
9024,4.0,90.0,No,7.0,8.0,74.0
9025,9.0,74.0,Yes,4.0,5.0,67.0
9026,4.0,56.0,Yes,5.0,0.0,38.0
9027,3.0,85.0,No,,0.0,65.0
9028,,81.0,Yes,7.0,6.0,60.0
9029,5.0,84.0,Yes,5.0,9.0,72.0
9030,4.0,93.0,Yes,7.0,1.0,73.0
9031,8.0,43.0,No,5.0,5.0,34.0
9032,7.0,50.0,Yes,7.0,4.0,45.0
9033,6.0,86.0,Yes,4.0,4.0,75.0
9034,2.0,54.0,Yes,6.0,9.0,28.0
9035,3.0,69.0,Yes,4.0,5.0,48.0
9036,9.0,63.0,Yes,8.0,7.0,64.0
9037,9.0,41.0,Yes,7.0,4.0,42.0
9038,5.0,82.0,Yes,6.0,7.0,72.0
9039,3.0,73.0,No,6.0,4.0,52.0
9040,2.0,62.0,No,8.0,9.0,40.0
9041,8.0,70.0,No,8.0,5.0,61.0
9042,6.0,76.0,Yes,6.0,7.0,66.0
9043,7.0,52.0,,8.0,1.0,43.0
9044,1.0,72.0,No,8.0,6.0,49.0
9045,1.0,46.0,Yes,7.0,2.0,16.0
9046,2.0,71.0,No,4.0,8.0,46.0
9047,3.0,46.0,Yes,,9.0,28.0
9048,1.0,81.0,Yes,5.0,6.0,57.0
9049,5.0,77.0,Yes,6.0,2.0,62.0
9050,3.0,91.0,No,5.0,7.0,76.0
9051,1.0,83.0,Yes,6.0,9.0,56.0
9052,8.0,52.0,No,6.0,1.0,44.0
9053,6.0,63.0,Yes,4.0,9.0,49.0
9054,,67.0,Yes,6.0,7.0,64.0
9055,,71.0,No,6.0,6.0,52.0
9056,9.0,82.0,Yes,4.0,4.0,79.0
9057,9.0,,No,8.0,3.0,52.0
9058,1.0,73.0,,9.0,,52.0
9059,3.0,87.0,Yes,5.0,9.0,71.0
9060,6.0,73.0,Yes,6.0,0.0,59.0
9061,8.0,90.0,Yes,4.0,3.0,90.0
9062,4.0,77.0,Yes,6.0,5.0,58.0
9063,5.0,40.0,,4.0,5.0,25.0
9064,9.0,82.0,Yes,5.0,,78.0
9065,6.0,89.0,Yes,7.0,8.0,77.0
9066,7.0,81.0,No,8.0,0.0,73.0
9067,7.0,70.0,No,7.0,3.0,61.0
9068,,89.0,No,4.0,3.0,71.0
9069,4.0,99.0,Yes,6.0,1.0,82.0
9070,4.0,40.0,No,8.0,7.0,25.0
9071,5.0,90.0,No,5.0,1.0,76.0
9072,,,Yes,9.0,1.0,39.0
9073,8.0,97.0,No,8.0,1.0,91.0
9074,9.0,78.0,Yes,6.0,0.0,73.0
9075,2.0,54.0,No,7.0,4.0,34.0
9076,7.0,72.0,No,4.0,3.0,64.0
9077,1.0,62.0,No,7.0,1.0,36.0
9078,1.0,92.0,No,8.0,0.0,67.0
9079,4.0,80.0,No,9.0,0.0,63.0
9080,7.0,73.0,Yes,6.0,1.0,64.0
9081,2.0,56.0,No,4.0,0.0,29.0
9082,2.0,64.0,Yes,6.0,8.0,41.0
9083,1.0,95.0,No,6.0,1.0,70.0
9084,2.0,81.0,Yes,9.0,2.0,57.0
9085,7.0,45.0,No,8.0,8.0,36.0
9086,9.0,70.0,No,7.0,4.0,67.0
9087,6.0,44.0,No,6.0,,29.0
9088,2.0,79.0,No,6.0,6.0,58.0
9089,9.0,79.0,,6.0,5.0,
9090,7.0,69.0,Yes,4.0,1.0,60.0
9091,1.0,44.0,No,6.0,3.0,16.0
9092,9.0,51.0,No,6.0,8.0,50.0
9093,2.0,46.0,Yes,8.0,6.0,25.0
9094,4.0,84.0,No,6.0,2.0,
9095,9.0,52.0,No,9.0,5.0,52.0
9096,4.0,88.0,No,9.0,7.0,72.0
9097,3.0,,No,6.0,7.0,21.0
9098,1.0,,No,9.0,7.0,63.0
9099,7.0,81.0,Yes,8.0,7.0,74.0
9100,6.0,42.0,,4.0,9.0,24.0
9101,4.0,51.0,Yes,9.0,5.0,33.0
9102,6.0,40.0,No,,9.0,29.0
9103,6.0,,No,7.0,2.0,53.0
9104,4.0,82.0,Yes,8.0,8.0,68.0
9105,6.0,89.0,No,9.0,2.0,75.0
9106,8.0,52.0,No,4.0,3.0,41.0
9107,3.0,56.0,Yes,7.0,,34.0
9108,4.0,47.0,No,6.0,0.0,29.0
9109,1.0,71.0,No,8.0,1.0,44.0
9110,,59.0,Yes,9.0,5.0,42.0
9111,9.0,90.0,Yes,6.0,0.0,90.0
9112,8.0,56.0,No,8.0,8.0,52.0
9113,4.0,73.0,No,7.0,7.0,55.0
9114,7.0,74.0,No,9.0,1.0,63.0
9115,3.0,74.0,Yes,4.0,1.0,56.0
9116,9.0,77.0,Yes,8.0,,76.0
9117,4.0,81.0,No,4.0,7.0,62.0
9118,2.0,63.0,No,6.0,0.0,39.0
9119,5.0,93.0,No,6.0,4.0,78.0
9120,2.0,57.0,Yes,7.0,1.0,35.0
9121,6.0,89.0,Yes,7.0,0.0,74.0
9122,1.0,85.0,Yes,5.0,2.0,58.0
9123,6.0,87.0,No,5.0,2.0,72.0
9124,4.0,78.0,No,7.0,9.0,62.0
9125,3.0,72.0,No,9.0,8.0,52.0
9126,2.0,88.0,Yes,6.0,9.0,65.0
9127,7.0,,No,4.0,0.0,50.0
9128,,64.0,Yes,7.0,1.0,61.0
9129,3.0,76.0,No,9.0,8.0,57.0
9130,6.0,66.0,Yes,4.0,4.0,51.0
9131,9.0,40.0,No,5.0,8.0,37.0
9132,,60.0,No,4.0,5.0,40.0
9133,7.0,98.0,Yes,7.0,9.0,
9134,5.0,88.0,,6.0,9.0,77.0
9135,5.0,49.0,Yes,7.0,2.0,31.0
9136,7.0,70.0,No,8.0,7.0,61.0
9137,9.0,83.0,No,9.0,8.0,85.0
9138,4.0,64.0,No,9.0,1.0,47.0
9139,9.0,59.0,Yes,9.0,8.0,57.0
9140,9.0,96.0,No,,3.0,95.0
9141,4.0,41.0,Yes,8.0,7.0,23.0
9142,3.0,94.0,No,6.0,4.0,74.0
9143,2.0,87.0,No,9.0,5.0,67.0
9144,9.0,54.0,Yes,7.0,3.0,52.0
9145,2.0,67.0,,8.0,4.0,50.0
9146,6.0,52.0,,7.0,0.0,38.0
9147,5.0,89.0,Yes,5.0,2.0,76.0
9148,5.0,99.0,Yes,9.0,3.0,88.0
9149,4.0,91.0,No,8.0,0.0,73.0
9150,6.0,93.0,Yes,8.0,2.0,81.0
9151,5.0,53.0,Yes,6.0,3.0,41.0
9152,4.0,89.0,No,,8.0,72.0
9153,9.0,41.0,Yes,6.0,2.0,
9154,6.0,73.0,Yes,6.0,2.0,62.0
9155,3.0,74.0,No,7.0,3.0,54.0
9156,6.0,76.0,Yes,5.0,8.0,68.0
9157,1.0,64.0,Yes,7.0,,40.0
9158,5.0,87.0,,5.0,0.0,72.0
9159,6.0,93.0,No,6.0,7.0,83.0
9160,8.0,54.0,Yes,5.0,9.0,49.0
9161,9.0,51.0,No,9.0,0.0,47.0
9162,3.0,48.0,,5.0,1.0,27.0
9163,2.0,97.0,Yes,5.0,9.0,76.0
9164,4.0,70.0,Yes,8.0,4.0,55.0
9165,8.0,53.0,Yes,8.0,5.0,49.0
9166,8.0,68.0,No,6.0,1.0,69.0
9167,3.0,92.0,No,7.0,9.0,72.0
9168,4.0,87.0,Yes,5.0,4.0,66.0
9169,3.0,82.0,No,9.0,2.0,62.0
9170,2.0,77.0,Yes,8.0,6.0,55.0
9171,4.0,81.0,Yes,7.0,0.0,65.0
9172,6.0,99.0,,9.0,4.0,88.0
9173,5.0,47.0,No,5.0,2.0,
9174,3.0,87.0,Yes,7.0,1.0,66.0
9175,2.0,42.0,No,,2.0,20.0
9176,9.0,41.0,Yes,4.0,9.0,35.0
9177,1.0,55.0,No,9.0,3.0,30.0
9178,9.0,58.0,No,9.0,1.0,54.0
9179,1.0,69.0,Yes,,,42.0
9180,7.0,80.0,No,,2.0,67.0
9181,6.0,55.0,No,5.0,1.0,43.0
9182,7.0,70.0,Yes,5.0,5.0,60.0
9183,3.0,93.0,Yes,4.0,1.0,
9184,3.0,97.0,Yes,9.0,0.0,79.0
9185,1.0,67.0,Yes,7.0,7.0,41.0
9186,4.0,43.0,Yes,6.0,9.0,25.0
9187,2.0,49.0,Yes,8.0,3.0,23.0
9188,,90.0,No,5.0,1.0,82.0
9189,3.0,84.0,Yes,5.0,3.0,67.0
9190,7.0,57.0,Yes,5.0,1.0,48.0
9191,7.0,86.0,Yes,5.0,4.0,74.0
9192,9.0,71.0,No,8.0,6.0,70.0
9193,6.0,69.0,Yes,6.0,5.0,60.0
9194,1.0,75.0,Yes,4.0,1.0,46.0
9195,8.0,48.0,No,6.0,,41.0
9196,1.0,75.0,No,8.0,7.0,50.0
9197,3.0,68.0,Yes,7.0,6.0,49.0
9198,5.0,55.0,No,4.0,6.0,40.0
9199,8.0,,No,4.0,3.0,61.0
9200,9.0,60.0,Yes,7.0,0.0,56.0
9201,7.0,86.0,Yes,9.0,6.0,82.0
9202,9.0,95.0,Yes,5.0,5.0,88.0
9203,3.0,41.0,No,8.0,7.0,19.0
9204,5.0,99.0,Yes,7.0,4.0,89.0
9205,8.0,98.0,No,6.0,7.0,92.0
9206,1.0,85.0,Yes,6.0,9.0,62.0
9207,8.0,74.0,No,9.0,7.0,70.0
9208,7.0,93.0,Yes,7.0,8.0,88.0
9209,1.0,67.0,No,8.0,0.0,42.0
9210,6.0,94.0,,9.0,2.0,89.0
9211,1.0,75.0,Yes,9.0,5.0,51.0
9212,2.0,70.0,Yes,9.0,3.0,48.0
9213,5.0,72.0,No,4.0,7.0,59.0
9214,2.0,62.0,No,4.0,9.0,40.0
9215,1.0,99.0,Yes,,0.0,71.0
9216,6.0,80.0,No,8.0,4.0,71.0
9217,8.0,56.0,Yes,6.0,3.0,50.0
9218,8.0,85.0,No,6.0,,78.0
9219,8.0,88.0,Yes,5.0,9.0,84.0
9220,6.0,40.0,No,,5.0,29.0
9221,3.0,81.0,No,9.0,9.0,63.0
9222,1.0,62.0,No,5.0,2.0,34.0
9223,2.0,87.0,No,5.0,4.0,68.0
9224,5.0,66.0,No,7.0,5.0,52.0
9225,5.0,64.0,Yes,4.0,3.0,51.0
9226,1.0,71.0,No,8.0,9.0,46.0
9227,1.0,58.0,No,8.0,9.0,32.0
9228,,63.0,No,4.0,5.0,61.0
9229,2.0,96.0,No,9.0,6.0,74.0
9230,7.0,42.0,Yes,8.0,1.0,29.0
9231,4.0,99.0,No,6.0,,82.0
9232,7.0,51.0,No,6.0,6.0,43.0
9233,8.0,74.0,Yes,8.0,1.0,67.0
9234,5.0,54.0,Yes,7.0,2.0,38.0
9235,1.0,56.0,No,8.0,2.0,30.0
9236,4.0,89.0,Yes,5.0,0.0,69.0
9237,3.0,71.0,No,9.0,0.0,52.0
9238,5.0,46.0,No,5.0,9.0,33.0
9239,6.0,58.0,Yes,4.0,5.0,48.0
9240,2.0,46.0,No,,8.0,23.0
9241,7.0,44.0,Yes,9.0,8.0,41.0
9242,3.0,97.0,Yes,6.0,0.0,78.0
9243,1.0,79.0,No,9.0,6.0,53.0
9244,3.0,60.0,No,7.0,5.0,39.0
9245,9.0,87.0,Yes,8.0,3.0,84.0
9246,6.0,87.0,No,5.0,2.0,70.0
9247,6.0,90.0,Yes,6.0,8.0,83.0
9248,4.0,96.0,Yes,6.0,9.0,81.0
9249,8.0,86.0,Yes,7.0,4.0,82.0
9250,5.0,46.0,Yes,7.0,,33.0
9251,7.0,76.0,No,7.0,3.0,64.0
9252,9.0,62.0,,7.0,3.0,59.0
9253,5.0,50.0,No,5.0,5.0,36.0
9254,5.0,49.0,No,7.0,5.0,36.0
9255,4.0,96.0,No,6.0,,81.0
9256,6.0,60.0,No,6.0,1.0,47.0
9257,2.0,94.0,Yes,9.0,8.0,69.0
9258,3.0,98.0,No,8.0,1.0,80.0
9259,1.0,80.0,Yes,,8.0,55.0
9260,2.0,72.0,Yes,6.0,7.0,54.0
9261,2.0,59.0,Yes,5.0,9.0,40.0
9262,8.0,72.0,No,9.0,6.0,70.0
9263,8.0,79.0,Yes,6.0,4.0,71.0
9264,2.0,74.0,No,4.0,2.0,47.0
9265,6.0,73.0,Yes,6.0,1.0,62.0
9266,5.0,75.0,,8.0,7.0,59.0
9267,3.0,66.0,No,8.0,1.0,48.0
9268,,58.0,No,9.0,7.0,47.0
9269,5.0,82.0,No,9.0,4.0,72.0
9270,5.0,44.0,No,7.0,8.0,32.0
9271,3.0,68.0,,5.0,3.0,47.0
9272,3.0,,No,8.0,7.0,76.0
9273,4.0,49.0,,4.0,6.0,29.0
9274,7.0,,Yes,4.0,7.0,87.0
9275,2.0,98.0,No,7.0,4.0,71.0
9276,4.0,,No,5.0,1.0,75.0
9277,4.0,79.0,No,5.0,6.0,63.0
9278,1.0,52.0,No,9.0,2.0,28.0
9279,8.0,68.0,No,6.0,9.0,64.0
9280,1.0,44.0,Yes,4.0,9.0,16.0
