age,is_working,job,marital,education,balance,housing,loan,contact,campaign,poutcome,offer,credit
36,no,blue-collar,married,secondary,-185,yes,no,unknown,2,unknown,no,0
48,no,blue-collar,married,primary,816,yes,no,cellular,7,unknown,no,58
45,no,blue-collar,married,primary,97,yes,no,unknown,3,unknown,no,0
29,yes,technician,single,secondary,590,no,no,cellular,1,unknown,yes,230
30,no,self-employed,married,secondary,131,yes,no,unknown,1,unknown,no,0
25,no,blue-collar,married,secondary,-76,yes,no,unknown,3,unknown,no,0
29,no,services,single,secondary,0,no,no,unknown,1,failure,no,0
37,no,unemployed,married,tertiary,1851,no,no,cellular,1,unknown,no,107
42,yes,blue-collar,single,primary,1628,yes,no,cellular,8,unknown,yes,596
44,no,blue-collar,married,secondary,2017,yes,no,unknown,3,unknown,no,119
47,yes,admin.,married,secondary,3960,yes,no,unknown,1,unknown,no,1388
46,no,blue-collar,married,secondary,942,no,no,cellular,3,failure,no,60
41,no,management,married,tertiary,0,yes,no,cellular,1,unknown,no,0
49,yes,management,married,tertiary,519,yes,no,cellular,1,unknown,no,217
36,no,services,married,secondary,5000,no,no,unknown,5,unknown,no,271
52,yes,blue-collar,married,secondary,2087,yes,no,cellular,1,failure,yes,745
33,no,admin.,single,tertiary,622,yes,no,unknown,1,unknown,no,55
30,yes,management,single,tertiary,201,yes,no,cellular,2,unknown,yes,81
32,no,blue-collar,married,secondary,824,yes,no,cellular,1,unknown,no,45
46,yes,housemaid,married,secondary,38,no,no,cellular,1,unknown,yes,0
41,no,management,married,tertiary,8553,yes,no,cellular,12,unknown,no,454
35,yes,technician,married,secondary,481,yes,yes,telephone,4,other,no,164
34,yes,services,married,secondary,1337,no,no,cellular,2,success,yes,466
50,yes,technician,divorced,secondary,-54,yes,yes,cellular,2,failure,yes,0
76,yes,housemaid,divorced,primary,1411,no,no,telephone,3,unknown,yes,492
29,no,entrepreneur,married,secondary,65,yes,no,cellular,14,unknown,no,0
44,yes,housemaid,married,primary,-156,no,yes,cellular,2,unknown,yes,0
34,no,blue-collar,married,secondary,-10,yes,no,cellular,1,failure,no,0
35,no,blue-collar,single,primary,-759,yes,no,cellular,2,unknown,no,0
44,yes,technician,married,tertiary,4580,yes,no,unknown,2,unknown,yes,1632
44,yes,blue-collar,married,secondary,0,no,no,cellular,2,unknown,yes,0
56,yes,management,married,primary,7747,no,no,unknown,2,unknown,no,2734
39,yes,services,single,secondary,1336,yes,no,unknown,1,unknown,no,467
30,no,services,single,tertiary,1788,no,no,cellular,1,failure,yes,105
32,no,technician,single,secondary,17,no,no,cellular,15,unknown,no,0
35,yes,student,married,tertiary,387,yes,no,cellular,3,failure,yes,154
32,no,technician,single,tertiary,1849,yes,no,cellular,1,unknown,no,108
30,no,services,divorced,secondary,167,yes,no,unknown,2,unknown,no,0
47,no,services,married,secondary,1549,yes,no,unknown,6,unknown,no,85
52,yes,admin.,divorced,secondary,363,yes,no,cellular,1,success,yes,131
55,yes,retired,married,primary,3334,no,no,cellular,4,unknown,yes,1182
55,yes,technician,divorced,tertiary,0,no,no,cellular,1,unknown,yes,0
25,yes,management,married,primary,168,yes,no,unknown,1,unknown,yes,65
26,no,blue-collar,single,secondary,199,yes,yes,unknown,1,unknown,no,33
36,no,admin.,divorced,secondary,1089,yes,no,telephone,5,other,no,71
24,yes,blue-collar,married,secondary,685,yes,no,unknown,3,unknown,yes,255
40,yes,management,single,tertiary,1361,no,no,cellular,1,unknown,yes,528
38,yes,blue-collar,married,primary,1401,no,no,cellular,1,unknown,yes,507
31,yes,unemployed,single,tertiary,140,yes,no,telephone,2,unknown,no,60
32,no,management,single,tertiary,0,no,no,cellular,2,unknown,no,0
27,yes,student,single,tertiary,524,no,no,cellular,2,unknown,no,198
46,no,blue-collar,married,primary,45,yes,no,unknown,1,unknown,no,0
43,no,technician,married,secondary,17655,yes,no,cellular,1,unknown,no,893
58,yes,unknown,divorced,secondary,3111,yes,no,unknown,2,unknown,no,1107
35,yes,admin.,married,tertiary,286,no,no,cellular,2,unknown,yes,107
52,yes,technician,married,secondary,234,no,no,cellular,1,unknown,yes,112
30,no,technician,single,secondary,3107,yes,no,unknown,2,unknown,no,184
32,yes,management,married,tertiary,1388,yes,no,cellular,1,unknown,yes,511
80,no,retired,married,primary,1468,no,no,cellular,3,unknown,yes,105
34,no,management,single,tertiary,1612,no,no,cellular,22,unknown,no,119
34,no,management,married,tertiary,881,no,no,cellular,2,unknown,no,63
42,no,blue-collar,married,secondary,205,yes,yes,unknown,2,unknown,no,0
48,yes,self-employed,married,tertiary,0,no,no,cellular,3,unknown,yes,30
26,no,blue-collar,single,secondary,249,yes,no,cellular,3,failure,no,0
57,no,housemaid,married,primary,3570,no,no,unknown,2,unknown,no,204
50,no,management,divorced,tertiary,405,no,no,cellular,1,failure,no,37
29,no,blue-collar,married,secondary,185,yes,yes,unknown,3,unknown,no,0
57,yes,unemployed,married,secondary,1681,no,no,cellular,1,unknown,no,597
62,no,management,married,tertiary,1859,no,no,telephone,3,unknown,yes,150
49,no,technician,divorced,tertiary,0,yes,no,cellular,3,unknown,no,0
27,yes,technician,single,tertiary,11862,no,no,cellular,2,success,yes,4160
48,no,blue-collar,married,primary,584,yes,no,unknown,1,unknown,no,51
34,no,management,married,tertiary,651,no,no,cellular,4,unknown,no,51
33,no,blue-collar,married,primary,332,yes,no,unknown,2,unknown,no,0
61,no,retired,married,secondary,399,no,no,cellular,1,unknown,no,42
70,no,retired,married,secondary,2815,no,no,cellular,1,unknown,no,178
54,no,self-employed,married,secondary,77,no,no,cellular,4,unknown,no,0
49,no,technician,married,unknown,-287,yes,no,unknown,1,unknown,no,0
46,yes,self-employed,married,secondary,-816,yes,yes,cellular,1,unknown,no,0
43,yes,technician,married,secondary,4945,yes,no,cellular,3,success,yes,1715
35,no,blue-collar,married,unknown,-205,yes,no,unknown,14,unknown,no,0
44,no,unemployed,married,secondary,2756,no,no,cellular,4,unknown,no,174
37,no,technician,married,tertiary,183,yes,no,cellular,1,failure,no,0
25,no,management,single,secondary,1272,yes,no,cellular,2,unknown,no,85
39,no,management,single,secondary,2644,no,no,cellular,7,unknown,no,161
27,yes,unknown,single,secondary,1187,no,no,telephone,1,failure,yes,429
39,no,management,single,tertiary,0,yes,no,cellular,8,other,no,0
40,yes,admin.,single,secondary,50,no,no,cellular,1,unknown,yes,0
50,no,services,divorced,secondary,145,yes,no,unknown,1,unknown,no,0
38,no,entrepreneur,married,primary,666,yes,no,unknown,10,unknown,no,52
39,no,admin.,divorced,secondary,1,no,yes,cellular,1,unknown,no,0
57,no,retired,single,secondary,-609,no,yes,cellular,1,unknown,no,0
34,yes,services,married,secondary,-538,yes,no,unknown,1,unknown,yes,0
40,no,unemployed,married,secondary,3924,no,no,unknown,2,unknown,no,216
58,no,retired,married,secondary,-205,yes,no,unknown,2,unknown,no,0
52,no,technician,married,secondary,3554,no,yes,cellular,1,unknown,no,189
34,no,technician,married,tertiary,1611,yes,no,cellular,2,unknown,no,95
60,no,admin.,married,secondary,2552,no,yes,cellular,2,other,no,141
50,no,services,married,secondary,1,no,no,telephone,10,unknown,no,0
59,no,blue-collar,married,primary,3062,yes,no,cellular,2,unknown,no,174
32,no,technician,married,secondary,150,no,yes,cellular,2,unknown,no,0
43,no,blue-collar,married,primary,336,yes,no,unknown,5,unknown,no,0
46,no,blue-collar,married,secondary,877,no,no,cellular,2,unknown,no,74
34,no,management,married,tertiary,0,no,no,cellular,1,failure,no,0
30,no,management,single,secondary,308,yes,yes,unknown,2,unknown,no,36
48,no,technician,single,secondary,540,yes,no,cellular,1,unknown,no,40
39,no,management,single,tertiary,1457,yes,no,cellular,1,unknown,no,94
30,no,blue-collar,single,primary,395,no,no,cellular,1,unknown,no,37
35,yes,student,single,secondary,188,yes,no,cellular,3,failure,yes,78
26,no,management,single,tertiary,800,yes,no,cellular,2,unknown,no,58
33,no,services,married,secondary,255,yes,yes,cellular,2,failure,no,30
42,no,management,single,tertiary,759,no,yes,cellular,6,unknown,no,57
29,no,services,single,secondary,146,yes,no,unknown,2,unknown,no,32
24,no,technician,single,tertiary,1954,yes,yes,unknown,1,unknown,no,103
53,yes,technician,married,secondary,-725,yes,no,unknown,1,unknown,yes,0
44,no,management,married,tertiary,1945,no,no,unknown,1,unknown,no,119
32,yes,management,divorced,tertiary,883,yes,no,cellular,1,other,yes,324
37,no,services,married,secondary,895,yes,yes,cellular,2,failure,no,68
42,no,blue-collar,married,primary,517,yes,no,cellular,7,unknown,no,34
53,no,unemployed,married,primary,49,no,no,cellular,8,unknown,no,0
30,no,admin.,married,secondary,182,yes,yes,cellular,1,failure,no,0
29,yes,management,single,tertiary,307,yes,no,cellular,1,unknown,yes,103
79,no,retired,divorced,primary,20,no,no,cellular,2,other,no,33
32,no,blue-collar,married,secondary,-103,yes,no,cellular,1,unknown,no,0
44,yes,self-employed,divorced,tertiary,1070,yes,no,cellular,2,success,yes,379
20,no,student,single,unknown,8860,no,no,cellular,2,unknown,no,454
34,no,blue-collar,married,secondary,932,no,yes,cellular,2,other,no,53
34,no,services,single,secondary,4062,yes,yes,cellular,1,unknown,no,216
31,yes,management,single,tertiary,147,no,no,cellular,1,success,yes,66
52,yes,management,married,unknown,1708,no,no,unknown,1,failure,yes,615
24,yes,blue-collar,single,secondary,174,yes,yes,cellular,1,unknown,yes,70
27,yes,admin.,married,tertiary,2855,no,no,cellular,1,failure,yes,998
33,no,blue-collar,married,primary,170,yes,yes,telephone,3,other,no,0
53,no,technician,married,secondary,1776,no,no,unknown,7,unknown,no,112
33,no,admin.,divorced,primary,1416,yes,no,unknown,4,unknown,no,83
34,yes,technician,single,secondary,1279,yes,no,cellular,2,other,yes,476
40,no,admin.,married,secondary,-253,yes,no,cellular,1,unknown,no,0
31,yes,blue-collar,single,unknown,6281,no,no,cellular,1,other,yes,2210
36,yes,technician,married,tertiary,521,no,no,cellular,3,unknown,yes,205
24,no,blue-collar,married,secondary,-220,yes,no,cellular,1,failure,no,0
33,yes,services,single,secondary,152,yes,no,cellular,2,success,yes,74
28,no,blue-collar,married,secondary,509,yes,yes,unknown,2,unknown,no,0
41,no,admin.,divorced,tertiary,861,yes,no,cellular,13,unknown,no,58
52,no,blue-collar,married,secondary,2338,yes,no,cellular,1,unknown,no,126
42,no,management,divorced,tertiary,0,yes,no,cellular,4,unknown,no,0
47,yes,blue-collar,married,primary,4227,yes,no,cellular,1,unknown,yes,1499
34,no,management,married,tertiary,276,no,no,cellular,1,unknown,no,43
55,no,retired,married,secondary,31,no,no,unknown,1,unknown,no,0
37,no,blue-collar,married,secondary,311,yes,no,unknown,1,unknown,no,0
46,yes,blue-collar,married,primary,369,yes,no,unknown,2,unknown,yes,147
36,no,blue-collar,single,secondary,459,yes,yes,cellular,2,unknown,no,38
36,no,blue-collar,single,secondary,2235,yes,no,cellular,2,unknown,no,126
32,no,unemployed,married,primary,309,yes,no,telephone,1,failure,no,41
29,no,technician,single,secondary,-218,yes,no,cellular,2,unknown,no,0
53,no,management,married,tertiary,1356,yes,no,cellular,2,failure,no,112
33,no,technician,single,secondary,291,no,no,cellular,6,unknown,no,42
60,no,housemaid,married,secondary,874,no,no,cellular,3,unknown,no,64
32,no,admin.,single,unknown,2692,yes,no,cellular,2,unknown,no,173
26,no,blue-collar,married,secondary,242,yes,no,cellular,2,unknown,no,0
50,no,blue-collar,married,secondary,170,yes,yes,unknown,13,unknown,no,30
30,no,services,married,primary,1015,yes,no,cellular,8,unknown,no,69
30,no,management,single,tertiary,3773,yes,no,unknown,1,unknown,no,201
24,no,unemployed,married,secondary,6,no,no,unknown,1,unknown,no,0
38,yes,management,single,tertiary,623,no,no,cellular,4,other,yes,250
60,yes,admin.,divorced,secondary,12039,no,no,telephone,1,success,yes,4223
33,yes,services,married,secondary,210,yes,no,cellular,2,unknown,yes,90
52,yes,technician,divorced,secondary,152,no,no,cellular,6,unknown,yes,70
41,no,management,married,tertiary,60,yes,no,cellular,2,unknown,no,0
45,no,technician,married,secondary,0,no,no,cellular,1,failure,no,0
57,yes,unemployed,married,secondary,3754,no,no,cellular,2,unknown,yes,1338
33,no,services,married,secondary,107,yes,yes,cellular,6,unknown,no,0
36,no,admin.,divorced,secondary,1573,yes,no,unknown,10,unknown,no,99
26,yes,blue-collar,single,secondary,191,yes,no,cellular,1,unknown,yes,86
29,no,technician,single,tertiary,542,yes,no,unknown,3,unknown,no,46
37,yes,housemaid,married,secondary,7433,no,yes,cellular,3,unknown,yes,2595
28,yes,management,single,tertiary,502,no,no,cellular,2,unknown,yes,216
26,no,technician,single,secondary,1842,yes,yes,cellular,1,unknown,no,112
36,no,management,married,tertiary,1014,yes,no,unknown,2,unknown,no,69
23,no,services,single,secondary,966,yes,no,unknown,2,unknown,no,51
25,no,admin.,single,secondary,654,no,no,cellular,1,unknown,no,65
55,no,self-employed,married,primary,2349,no,yes,telephone,3,unknown,no,150
26,no,student,single,secondary,119,no,no,cellular,3,unknown,no,32
43,no,entrepreneur,married,secondary,1109,yes,no,cellular,4,unknown,no,65
75,yes,retired,married,tertiary,6027,no,no,cellular,2,failure,yes,2100
29,no,student,single,secondary,1124,no,no,unknown,1,unknown,no,71
36,no,blue-collar,married,primary,0,yes,yes,telephone,1,unknown,no,0
27,yes,student,single,secondary,2614,no,no,cellular,2,unknown,yes,934
56,no,admin.,married,secondary,150,no,no,cellular,1,unknown,no,0
37,no,admin.,married,secondary,525,yes,no,unknown,1,unknown,no,37
42,no,blue-collar,married,primary,792,yes,yes,cellular,2,other,no,59
27,no,technician,single,unknown,59,no,no,cellular,4,unknown,no,0
35,no,admin.,married,secondary,5250,yes,no,cellular,2,failure,no,274
35,no,technician,married,secondary,1546,yes,no,cellular,4,unknown,no,93
48,yes,management,single,tertiary,5689,no,no,cellular,1,unknown,yes,2010
47,no,technician,married,secondary,338,no,yes,cellular,2,unknown,no,0
48,no,technician,married,secondary,0,no,no,cellular,2,unknown,no,0
35,yes,technician,married,secondary,2779,no,no,cellular,2,success,yes,969
26,yes,technician,single,tertiary,11862,no,no,cellular,1,unknown,yes,4175
39,no,technician,divorced,secondary,130,yes,no,cellular,18,unknown,no,0
27,yes,blue-collar,married,primary,416,yes,no,unknown,2,unknown,yes,153
60,no,blue-collar,married,primary,1477,yes,no,cellular,3,unknown,no,91
47,yes,technician,married,secondary,335,no,no,cellular,1,unknown,yes,138
59,yes,management,married,tertiary,296,no,yes,cellular,3,unknown,yes,133
38,no,technician,married,secondary,-228,yes,no,cellular,4,unknown,no,0
59,no,retired,divorced,tertiary,1197,yes,no,unknown,4,unknown,no,65
60,no,services,married,secondary,2858,no,no,cellular,2,unknown,no,173
33,yes,technician,married,secondary,183,no,no,cellular,2,other,yes,80
33,no,management,married,tertiary,1674,yes,no,cellular,7,unknown,no,95
43,no,blue-collar,married,primary,601,yes,no,cellular,2,unknown,no,47
37,no,services,divorced,secondary,904,yes,no,unknown,1,unknown,no,54
38,no,technician,divorced,secondary,5733,yes,no,cellular,8,failure,no,301
33,no,management,married,tertiary,516,yes,no,cellular,4,unknown,no,0
32,no,admin.,married,tertiary,281,yes,no,unknown,1,unknown,no,0
32,yes,self-employed,single,tertiary,1815,no,no,telephone,1,failure,yes,645
42,no,blue-collar,single,primary,-376,yes,no,cellular,1,unknown,no,0
27,no,self-employed,single,tertiary,1393,no,no,cellular,1,failure,no,96
41,yes,management,married,tertiary,2226,no,no,cellular,2,failure,yes,798
50,no,technician,married,primary,-315,no,yes,cellular,7,failure,no,0
39,yes,entrepreneur,married,secondary,11887,no,no,cellular,2,unknown,yes,4193
36,no,technician,married,tertiary,911,yes,yes,cellular,3,unknown,no,61
61,no,housemaid,married,primary,368,no,no,cellular,3,unknown,no,38
34,yes,technician,married,secondary,1012,yes,yes,telephone,1,unknown,yes,355
51,no,admin.,married,secondary,21,no,yes,cellular,2,unknown,no,0
95,yes,retired,divorced,primary,2282,no,no,telephone,17,unknown,yes,818
57,no,retired,divorced,primary,698,no,no,telephone,3,failure,no,34
30,no,unemployed,single,secondary,8304,no,no,cellular,1,unknown,no,439
38,no,technician,single,secondary,1019,yes,no,cellular,1,unknown,no,89
46,no,admin.,married,secondary,3098,yes,no,telephone,9,unknown,no,165
37,no,technician,married,secondary,410,yes,yes,unknown,6,unknown,no,30
39,no,blue-collar,married,primary,85,yes,no,cellular,1,unknown,no,0
36,no,blue-collar,married,secondary,873,yes,no,unknown,3,unknown,no,41
31,yes,management,single,tertiary,2907,yes,no,cellular,1,failure,yes,1038
47,no,unemployed,divorced,secondary,176,no,no,unknown,2,unknown,no,40
47,no,management,divorced,tertiary,447,no,yes,unknown,1,unknown,no,40
28,yes,technician,single,secondary,909,no,yes,cellular,1,unknown,yes,321
29,no,services,single,secondary,0,yes,no,unknown,9,unknown,no,0
37,no,services,single,primary,0,no,yes,unknown,1,unknown,no,0
41,no,services,single,secondary,260,no,no,unknown,1,unknown,no,34
57,no,blue-collar,married,primary,1236,no,no,unknown,9,unknown,no,82
50,no,technician,married,secondary,-70,yes,yes,cellular,2,failure,no,0
33,yes,unemployed,single,secondary,2066,no,yes,cellular,1,failure,yes,721
60,yes,management,married,tertiary,5041,no,no,telephone,1,unknown,yes,1786
41,no,housemaid,married,primary,365,no,no,cellular,5,unknown,no,44
43,no,management,married,tertiary,5670,yes,no,cellular,4,failure,no,300
47,no,technician,married,primary,145,yes,no,unknown,6,unknown,no,0
26,no,blue-collar,single,secondary,341,no,no,cellular,2,unknown,no,33
43,yes,blue-collar,married,primary,3917,no,no,cellular,1,unknown,yes,1383
58,yes,management,married,tertiary,473,no,no,cellular,1,success,yes,188
52,no,services,married,secondary,2904,yes,no,cellular,6,failure,no,142
43,no,admin.,married,primary,392,yes,yes,cellular,1,failure,no,32
43,no,services,single,secondary,532,yes,no,unknown,2,unknown,no,60
37,no,unemployed,married,secondary,117,no,no,cellular,4,unknown,no,35
27,no,blue-collar,single,primary,1659,no,yes,cellular,3,unknown,no,97
